Author,TimeStamp,Delay,Message,Characters,Conversation
Moderator,1725,20,"If you have comments you&#039;d like to share, you can do that now. Otherwise you can now close this window. ",109,
Mutationem,1727,2,"Will I find out if I was correct? ",34,
Moderator,1742,15,"If you have no further comment, yes ",36,
Mutationem,1778,36,"I do have one question. Are you, the Moderator, the Ai? ",56,
Moderator,1806,28,"No. I do have standard things to say though. ",45,
Mutationem,1829,23,"Then I have no further questions  ",34,
Moderator,1836,7,"You were right. ",16,
Mutationem,1907,71,"The main deciding factor was that the first Andrew asked to hear the answer to the riddle after I changed the subject. ",119,
Moderator,1941,34,"Alright. Thank you for your comments. You can now close this window. ",69,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,772,468,,,
User Average,38.6666666666667,17.5,,,
Actor Average,28.8181818181818,24.2727272727273,,,
User Average (5min),29,16.6666666666667,,,
Actor Average (5min),14.1428571428571,18.875,,,
User CharLength,71.4166666666667,68.25,,,
Actor CharLength,41.6363636363636,28.5454545454545,,,
User CharLength (5min),63,64.4444444444444,,,
Actor CharLength (5min),31.5714285714286,18.25,,,
