Author,TimeStamp,Delay,Message,Characters,Conversation
Andrew,1049,35,I have a couple ideas yes. Mostly about the brain and learning. ,64,1
Cyrus,1087,38,Why that? ,10,1
Moderator,1105,18,Time is up! ,12,
Moderator,1120,15,Which actor do you think you&#039;ve been talking to? ,54,
Cyrus,1126,6,AI ,3,
Moderator,1140,14,Alright. We&#039;ll begin the next conversation. Andrew will start and then you&#039;ll have 15 minutes after your answer. Are you ready? ,138,
Cyrus,1146,6,Yes ,4,
Andrew,1157,11,Hello! ,7,
Cyrus,1163,6,Hej ,4,2
Andrew,1170,7,How are you doing? ,19,2
Cyrus,1190,20,"Good, you? ",11,2
Andrew,1202,12,I&#039;m quite alright thanks. ,31,2
Cyrus,1215,13,What are you up to? ,20,2
Andrew,1224,9,Nothing much really. ,21,2
Cyrus,1238,14,That sounds a little boring. ,29,2
Andrew,1255,17,Yeah it is. You? ,17,2
Cyrus,1265,10,I&#039;m playing Fallout 4 ,27,2
Andrew,1286,21,I&#039;ve never played it. ,27,2
Cyrus,1312,26,It&#039;s about synthetic humans replacing real ones. ,54,2
Andrew,1346,34,Oh really? I hadn&#039;t heard about that. ,43,2
Cyrus,1392,46,It&#039;s interesting to see the reactions of everyday people to the idea of being replaced by an AI ,101,2
Andrew,1419,27,I might have to play that. ,27,2
Cyrus,1458,39,"You should, it&#039;s like Blade Runner ",40,2
Andrew,1471,13,Something else I&#039;ve never played! ,39,2
Cyrus,1480,9,It&#039;s not a game. ,22,2
Andrew,1497,17,"Oh, well I&#039;ve never heard of it. ",38,2
Cyrus,1533,36,So you&#039;re not familiar with the Voight-Kampff test? ,57,2
Andrew,1562,29,That doesn&#039;t ring any bells no. ,37,2
Cyrus,1608,46,It&#039;s the test used to distinguish Androids from Humans ,60,2
Andrew,1652,44,"I heard about the Turing Test, but not about that one. ",55,2
Cyrus,1679,27,"The Turing test is real, the Voight-Kampff is fictional. ",57,2
Andrew,1698,19,Probably why I didn&#039;t hear about it then. ,47,2
Cyrus,1747,49,What&#039;s your last name Andrew? ,35,2
Andrew,1778,31,Hook. ,6,2
Cyrus,1796,18,Andrew Hook ,12,2
Andrew,1809,13,Yup that&#039;s correct. ,25,2
Cyrus,1835,26,It&#039;s a nice name. ,23,2
Andrew,1858,23,Thank you! Mind if I ask yours? ,32,2
Cyrus,1888,30,Cyrus Klein ,12,2
Andrew,1915,27,That&#039;s a very nice name too. ,34,2
Cyrus,1932,17,Thank you. ,11,2
Andrew,1968,36,Do you like video games? ,25,2
Cyrus,1973,5,I do. ,6,2
Andrew,1985,12,"I mean, other than fallout? ",28,2
Cyrus,2011,26,Yes. ,5,2
Andrew,2039,28,I play a lot of Minecraft. And I&#039;ve recently finished Mass Effect. ,72,2
Cyrus,2064,25,Which one? ,11,2
Moderator,2072,8,Time is up! ,12,
Moderator,2087,15,Which actor do you think you&#039;ve been talking to in the first conversation?  ,81,
Cyrus,-84277,-86364,AI ,3,
Moderator,-84245,32,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Cyrus,-84238,7,2 ,2,
Moderator,-84230,8,"Alright thank you for your participation! If you&#039;ve given you e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",167,
Moderator,-84207,23,"If you have any comments you&#039;d like to share, feel free to do so now, otherwise you can now close this window. ",116,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,885,901,,,
User Average,22.7368421053,24.3684210526,,,
Actor Average,25.4444444444,22.0526315789,,,
User Average (5min),17,21.75,,,
Actor Average (5min),17.2857142857,18.1428571429,,,
User CharLength,26.0526315789,30.8421052632,,,
Actor CharLength,48.8888888889,32.7894736842,,,
User CharLength (5min),25.7142857143,35.75,,,
Actor CharLength (5min),51.7142857143,26.4285714286,,,
