Author,TimeStamp,Delay,Message,Characters,Conversation
Moderator,1186,13,"Time is up! ",12,
Moderator,1209,23,"Which actor do you think you&#039;ve been talking to (This is not your final answer) ",85,
tristan,1299,90,"Human ",6,
Moderator,1330,31,"Alright. We&#039;ll start the next conversation. Andrew will begin and then you&#039;ll have 15 minutes after your answer. Are you ready? ",138,
tristan,1340,10,"Yes ",4,
Andrew,1347,7,"Hello! ",7,
tristan,1453,106,"Greetings ",10,2
Andrew,1467,14,"How are you doing? ",19,2
tristan,1486,19,"Oh I am doing pretty well. How are you? ",40,2
Andrew,1513,27,"I&#039;m doing quite alright thanks! What are you up to? ",57,2
tristan,1549,36,"Chatting and looking at buying a new laptop! ",45,2
Andrew,1577,28,"Oh damn that&#039;s cool! Is it for gaming or for work? ",56,2
tristan,1625,48,"Both hahaha. I don&#039;t game as much as I use to but it&#039;s still nice to be able to when necessary. Do you game? ",119,2
Andrew,1664,39,"I do quite a lot actually! I mostly play Minecraft, but lately I&#039;ve also been quite into Mass Effect. ",107,2
tristan,1718,54,"Ahhh yeah Minecraft is great. I use to play a similar mod that turned my favorite game Tribes 2 into a construction playland.  ",127,2
Andrew,1769,51,"I&#039;ve never played Tribes, I don&#039;t think I&#039;ve heard about it. What is it about (without mods that is) ",116,2
tristan,1846,77,"Sci fi shooter with sometimes very large teams... lots of complexity and vehicles and jet packs and frictionless shoes so you can ski up to 300 km/h! ",150,2
Andrew,1902,56,"Damn that does sound like a lot of fun. With a mod to turn it into a more Minecraft-like game it sounds even better. I should probably try that. ",145,2
tristan,2010,108,"Ahhh it&#039;s not around anymore. The company who owned it eventually shut the servers down. Real tragedy haha ",112,2
Andrew,2037,27,"And there&#039;s nothing like private servers or something? ",60,2
tristan,2144,107,"Good question. Some people did put up a private server - called it Tribes Next. But the new Tribes game sort of killed what few servers remained. ",146,2
Andrew,2184,40,"Oh I see. That is quite a shame. Did you find any other game to replace it? ",76,2
tristan,2273,89,"the new one, Tribes Ascend, is pretty solid but is also dying. I know that the next Unreal Tournament will have a great mod community because they are keeping it very open source. ",180,2
Moderator,2308,35,"Time is up! ",12,
Moderator,2320,12,"Which actor do you think you&#039;ve been talking to in the FIRST conversation?  ",81,
tristan,2356,36,"computer ",9,
Moderator,2361,5,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
tristan,2398,37,"2 ",2,
Moderator,2404,6,"Alright thank you for your participation! If you&#039;ve given your e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",168,
Moderator,2423,19,"If you have any comments you&#039;d like to share, feel free to do so now. Otherwise you can now close this window. ",116,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,898,820,,,
User Average,52.8181818181818,71.5555555555556,,,
Actor Average,35.3,35.25,,,
User Average (5min),41.2,52.6,,,
Actor Average (5min),31.75,27,,,
User CharLength,66.2727272727273,103.222222222222,,,
Actor CharLength,59.8,79.5,,,
User CharLength (5min),44.8,68.2,,,
Actor CharLength (5min),68.5,59.75,,,
